1,1,"New England","Indianapolis","9-9-2004","21:00:00"
2,1,"St. Louis","Arizona","9-12-2004","13:00:00"
3,1,"Cleveland","Baltimore","9-12-2004","13:00:00"
4,1,"N.Y. Jets","Cincinnati","9-12-2004","13:00:00"
5,1,"Chicago","Detroit","9-12-2004","13:00:00"
6,1,"Buffalo","Jacksonville","9-12-2004","13:00:00"
7,1,"Pittsburgh","Oakland","9-12-2004","13:00:00"
8,1,"Houston","San Diego","9-12-2004","13:00:00"
9,1,"New Orleans","Seattle","9-12-2004","13:00:00"
10,1,"Washington","Tampa Bay","9-12-2004","13:00:00"
11,1,"Miami","Tennessee","9-12-2004","13:00:00"
12,1,"San Francisco","Atlanta","9-12-2004","16:15:00"
13,1,"Minnesota","Dallas","9-12-2004","16:15:00"
14,1,"Philadelphia","N.Y. Giants","9-12-2004","16:15:00"
15,1,"Denver","Kansas City","9-12-2004","20:30:00"
16,1,"Carolina","Green Bay","9-13-2004","21:00:00"
17,2,"Kansas City","Carolina","9-19-2004","13:00:00"
18,2,"Green Bay","Chicago","9-19-2004","13:00:00"
19,2,"Jacksonville","Denver","9-19-2004","13:00:00"
20,2,"Detroit","Houston","9-19-2004","13:00:00"
21,2,"Tennessee","Indianapolis","9-19-2004","13:00:00"
22,2,"Baltimore","Pittsburgh","9-19-2004","13:00:00"
23,2,"New Orleans","San Francisco","9-19-2004","13:00:00"
24,2,"Atlanta","St. Louis","9-19-2004","13:00:00"
25,2,"N.Y. Giants","Washington","9-19-2004","13:00:00"
26,2,"Tampa Bay","Seattle","9-19-2004","16:05:00"
27,2,"Oakland","Buffalo","9-19-2004","16:15:00"
28,2,"Dallas","Cleveland","9-19-2004","16:15:00"
29,2,"Arizona","New England","9-19-2004","16:15:00"
30,2,"San Diego","N.Y. Jets","9-19-2004","16:15:00"
31,2,"Cincinnati","Miami","9-19-2004","20:30:00"
32,2,"Philadelphia","Minnesota","9-20-2004","21:00:00"
33,3,"Atlanta","Arizona","9-26-2004","13:00:00"
34,3,"Cincinnati","Baltimore","9-26-2004","13:00:00"
35,3,"Minnesota","Chicago","9-26-2004","13:00:00"
36,3,"N.Y. Giants","Cleveland","9-26-2004","13:00:00"
37,3,"Kansas City","Houston","9-26-2004","13:00:00"
38,3,"Tennessee","Jacksonville","9-26-2004","13:00:00"
39,3,"St. Louis","New Orleans","9-26-2004","13:00:00"
40,3,"Detroit","Philadelphia","9-26-2004","13:00:00"
41,3,"Miami","Pittsburgh","9-26-2004","13:00:00"
42,3,"Denver","San Diego","9-26-2004","16:05:00"
43,3,"Indianapolis","Green Bay","9-26-2004","16:15:00"
44,3,"Seattle","San Francisco","9-26-2004","16:15:00"
45,3,"Oakland","Tampa Bay","9-26-2004","20:30:00"
46,3,"Washington","Dallas","9-27-2004","21:00:00"
47,4,"Pittsburgh","Cincinnati","10-3-2004","13:00:00"
48,4,"Jacksonville","Indianapolis","10-3-2004","13:00:00"
49,4,"Buffalo","New England","10-3-2004","13:00:00"
50,4,"Green Bay","N.Y. Giants","10-3-2004","13:00:00"
51,4,"Houston","Oakland","10-3-2004","13:00:00"
52,4,"Chicago","Philadelphia","10-3-2004","13:00:00"
53,4,"Cleveland","Washington","10-3-2004","13:00:00"
54,4,"Carolina","Atlanta","10-3-2004","16:05:00"
55,4,"Arizona","New Orleans","10-3-2004","16:05:00"
56,4,"Tampa Bay","Denver","10-3-2004","16:15:00"
57,4,"Miami","N.Y. Jets","10-3-2004","16:15:00"
58,4,"San Diego","Tennessee","10-3-2004","16:15:00"
59,4,"San Francisco","St. Louis","10-3-2004","20:30:00"
60,4,"Baltimore","Kansas City","10-4-2004","21:00:00"
61,5,"Pittsburgh","Cleveland","10-10-2004","13:00:00"
62,5,"Atlanta","Detroit","10-10-2004","13:00:00"
63,5,"New England","Miami","10-10-2004","13:00:00"
64,5,"Houston","Minnesota","10-10-2004","13:00:00"
65,5,"Dallas","N.Y. Giants","10-10-2004","13:00:00"
66,5,"Indianapolis","Oakland","10-10-2004","13:00:00"
67,5,"New Orleans","Tampa Bay","10-10-2004","13:00:00"
68,5,"N.Y. Jets","Buffalo","10-10-2004","16:05:00"
69,5,"San Diego","Jacksonville","10-10-2004","16:05:00"
70,5,"San Francisco","Arizona","10-10-2004","16:15:00"
71,5,"Denver","Carolina","10-10-2004","16:15:00"
72,5,"Seattle","St. Louis","10-10-2004","16:15:00"
73,5,"Washington","Baltimore","10-10-2004","20:30:00"
74,5,"Green Bay","Tennessee","10-11-2004","21:00:00"
75,6,"Philadelphia","Carolina","10-17-2004","13:00:00"
76,6,"Cleveland","Cincinnati","10-17-2004","13:00:00"
77,6,"Detroit","Green Bay","10-17-2004","13:00:00"
78,6,"Tennessee","Houston","10-17-2004","13:00:00"
79,6,"Jacksonville","Kansas City","10-17-2004","13:00:00"
80,6,"Buffalo","Miami","10-17-2004","13:00:00"
81,6,"Atlanta","San Diego","10-17-2004","13:00:00"
82,6,"New England","Seattle","10-17-2004","13:00:00"
83,6,"N.Y. Jets","San Francisco","10-17-2004","13:00:00"
84,6,"Chicago","Washington","10-17-2004","13:00:00"
85,6,"Oakland","Denver","10-17-2004","16:15:00"
86,6,"Dallas","Pittsburgh","10-17-2004","16:15:00"
87,6,"New Orleans","Minnesota","10-17-2004","20:30:00"
88,6,"St. Louis","Tampa Bay","10-18-2004","21:00:00"
89,7,"Kansas City","Atlanta","10-24-2004","13:00:00"
90,7,"Baltimore","Buffalo","10-24-2004","13:00:00"
91,7,"Tampa Bay","Chicago","10-24-2004","13:00:00"
92,7,"N.Y. Giants","Detroit","10-24-2004","13:00:00"
93,7,"Indianapolis","Jacksonville","10-24-2004","13:00:00"
94,7,"Cleveland","Philadelphia","10-24-2004","13:00:00"
95,7,"Carolina","San Diego","10-24-2004","13:00:00"
96,7,"Miami","St. Louis","10-24-2004","13:00:00"
97,7,"Minnesota","Tennessee","10-24-2004","13:00:00"
98,7,"New England","N.Y. Jets","10-24-2004","16:05:00"
99,7,"Green Bay","Dallas","10-24-2004","16:15:00"
100,7,"Oakland","New Orleans","10-24-2004","16:15:00"
101,7,"Arizona","Seattle","10-24-2004","16:15:00"
102,7,"Cincinnati","Denver","10-25-2004","21:00:00"
103,8,"Buffalo","Arizona","10-31-2004","13:00:00"
104,8,"Philadelphia","Baltimore","10-31-2004","13:00:00"
105,8,"Tennessee","Cincinnati","10-31-2004","13:00:00"
106,8,"Dallas","Detroit","10-31-2004","13:00:00"
107,8,"Washington","Green Bay","10-31-2004","13:00:00"
108,8,"Kansas City","Indianapolis","10-31-2004","13:00:00"
109,8,"Houston","Jacksonville","10-31-2004","13:00:00"
110,8,"Minnesota","N.Y. Giants","10-31-2004","13:00:00"
111,8,"Denver","Atlanta","10-31-2004","16:05:00"
112,8,"Seattle","Carolina","10-31-2004","16:05:00"
113,8,"Pittsburgh","New England","10-31-2004","16:15:00"
114,8,"San Diego","Oakland","10-31-2004","16:15:00"
115,8,"Chicago","San Francisco","10-31-2004","20:30:00"
116,8,"N.Y. Jets","Miami","11-1-2004","21:00:00"
117,9,"Miami","Arizona","11-7-2004","13:00:00"
118,9,"Cincinnati","Dallas","11-7-2004","13:00:00"
119,9,"Tampa Bay","Kansas City","11-7-2004","13:00:00"
120,9,"Buffalo","N.Y. Jets","11-7-2004","13:00:00"
121,9,"Carolina","Oakland","11-7-2004","13:00:00"
122,9,"Pittsburgh","Philadelphia","11-7-2004","13:00:00"
123,9,"Detroit","Washington","11-7-2004","13:00:00"
124,9,"N.Y. Giants","Chicago","11-7-2004","16:05:00"
125,9,"San Diego","New Orleans","11-7-2004","16:05:00"
126,9,"San Francisco","Seattle","11-7-2004","16:05:00"
127,9,"Denver","Houston","11-7-2004","16:15:00"
128,9,"St. Louis","New England","11-7-2004","16:15:00"
129,9,"Baltimore","Cleveland","11-7-2004","20:30:00"
130,9,"Indianapolis","Minnesota","11-8-2004","21:00:00"
131,10,"N.Y. Jets","Baltimore","11-14-2004","13:00:00"
132,10,"Tennessee","Chicago","11-14-2004","13:00:00"
133,10,"Jacksonville","Detroit","11-14-2004","13:00:00"
134,10,"Indianapolis","Houston","11-14-2004","13:00:00"
135,10,"New Orleans","Kansas City","11-14-2004","13:00:00"
136,10,"Cleveland","Pittsburgh","11-14-2004","13:00:00"
137,10,"St. Louis","Seattle","11-14-2004","13:00:00"
138,10,"Atlanta","Tampa Bay","11-14-2004","13:00:00"
139,10,"Washington","Cincinnati","11-14-2004","16:05:00"
140,10,"San Francisco","Carolina","11-14-2004","16:15:00"
141,10,"Green Bay","Minnesota","11-14-2004","16:15:00"
142,10,"Arizona","N.Y. Giants","11-14-2004","16:15:00"
143,10,"New England","Buffalo","11-14-2004","20:30:00"
144,10,"Dallas","Philadelphia","11-15-2004","21:00:00"
145,11,"Carolina","Arizona","11-21-2004","13:00:00"
146,11,"Baltimore","Dallas","11-21-2004","13:00:00"
147,11,"New Orleans","Denver","11-21-2004","13:00:00"
148,11,"Minnesota","Detroit","11-21-2004","13:00:00"
149,11,"Chicago","Indianapolis","11-21-2004","13:00:00"
150,11,"Cleveland","N.Y. Jets","11-21-2004","13:00:00"
151,11,"Cincinnati","Pittsburgh","11-21-2004","13:00:00"
152,11,"Tampa Bay","San Francisco","11-21-2004","13:00:00"
153,11,"Buffalo","St. Louis","11-21-2004","13:00:00"
154,11,"Jacksonville","Tennessee","11-21-2004","13:00:00"
155,11,"Seattle","Miami","11-21-2004","16:05:00"
156,11,"Oakland","San Diego","11-21-2004","16:05:00"
157,11,"N.Y. Giants","Atlanta","11-21-2004","16:15:00"
158,11,"Philadelphia","Washington","11-21-2004","16:15:00"
159,11,"Houston","Green Bay","11-21-2004","20:30:00"
160,11,"Kansas City","New England","11-22-2004","21:00:00"
161,12,"Detroit","Indianapolis","11-25-2004","12:30:00"
162,12,"Dallas","Chicago","11-25-2004","16:35:00"
163,12,"New England","Baltimore","11-28-2004","13:00:00"
164,12,"Cincinnati","Cleveland","11-28-2004","13:00:00"
165,12,"Minnesota","Jacksonville","11-28-2004","13:00:00"
166,12,"N.Y. Giants","Philadelphia","11-28-2004","13:00:00"
167,12,"Kansas City","San Diego","11-28-2004","13:00:00"
168,12,"Carolina","Tampa Bay","11-28-2004","13:00:00"
169,12,"Houston","Tennessee","11-28-2004","13:00:00"
170,12,"Pittsburgh","Washington","11-28-2004","13:00:00"
171,12,"Atlanta","New Orleans","11-28-2004","16:05:00"
172,12,"Seattle","Buffalo","11-28-2004","16:15:00"
173,12,"San Francisco","Miami","11-28-2004","16:15:00"
174,12,"Arizona","N.Y. Jets","11-28-2004","16:15:00"
175,12,"Denver","Oakland","11-28-2004","20:30:00"
176,12,"Green Bay","St. Louis","11-29-2004","21:00:00"
177,13,"Detroit","Arizona","12-5-2004","13:00:00"
178,13,"Tampa Bay","Atlanta","12-5-2004","13:00:00"
179,13,"Miami","Buffalo","12-5-2004","13:00:00"
180,13,"New Orleans","Carolina","12-5-2004","13:00:00"
181,13,"Baltimore","Cincinnati","12-5-2004","13:00:00"
182,13,"N.Y. Jets","Houston","12-5-2004","13:00:00"
183,13,"Chicago","Minnesota","12-5-2004","13:00:00"
184,13,"Cleveland","New England","12-5-2004","13:00:00"
185,13,"St. Louis","San Francisco","12-5-2004","13:00:00"
186,13,"Indianapolis","Tennessee","12-5-2004","13:00:00"
187,13,"San Diego","Denver","12-5-2004","16:05:00"
188,13,"Oakland","Kansas City","12-5-2004","16:05:00"
189,13,"Philadelphia","Green Bay","12-5-2004","16:15:00"
190,13,"Washington","N.Y. Giants","12-5-2004","16:15:00"
191,13,"Jacksonville","Pittsburgh","12-5-2004","20:30:00"
192,13,"Seattle","Dallas","12-6-2004","21:00:00"
193,14,"Jacksonville","Chicago","12-12-2004","13:00:00"
194,14,"New England","Cincinnati","12-12-2004","13:00:00"
195,14,"Buffalo","Cleveland","12-12-2004","13:00:00"
196,14,"Green Bay","Detroit","12-12-2004","13:00:00"
197,14,"Houston","Indianapolis","12-12-2004","13:00:00"
198,14,"Dallas","New Orleans","12-12-2004","13:00:00"
199,14,"Baltimore","N.Y. Giants","12-12-2004","13:00:00"
200,14,"Atlanta","Oakland","12-12-2004","13:00:00"
201,14,"Minnesota","Seattle","12-12-2004","13:00:00"
202,14,"Denver","Miami","12-12-2004","16:05:00"
203,14,"Pittsburgh","N.Y. Jets","12-12-2004","16:05:00"
204,14,"Arizona","San Francisco","12-12-2004","16:15:00"
205,14,"Carolina","St. Louis","12-12-2004","16:15:00"
206,14,"San Diego","Tampa Bay","12-12-2004","16:15:00"
207,14,"Washington","Philadelphia","12-12-2004","20:30:00"
208,14,"Tennessee","Kansas City","12-13-2004","21:00:00"
209,15,"N.Y. Giants","Pittsburgh","12-18-2004","13:30:00"
210,15,"San Francisco","Washington","12-18-2004","17:00:00"
211,15,"Atlanta","Carolina","12-18-2004","20:30:00"
212,15,"Cincinnati","Buffalo","12-19-2004","13:00:00"
213,15,"Philadelphia","Dallas","12-19-2004","13:00:00"
214,15,"Chicago","Houston","12-19-2004","13:00:00"
215,15,"Green Bay","Jacksonville","12-19-2004","13:00:00"
216,15,"Detroit","Minnesota","12-19-2004","13:00:00"
217,15,"Cleveland","San Diego","12-19-2004","13:00:00"
218,15,"N.Y. Jets","Seattle","12-19-2004","13:00:00"
219,15,"Tampa Bay","New Orleans","12-19-2004","16:05:00"
220,15,"Arizona","St. Louis","12-19-2004","16:05:00"
221,15,"Kansas City","Denver","12-19-2004","16:15:00"
222,15,"Oakland","Tennessee","12-19-2004","16:15:00"
223,15,"Indianapolis","Baltimore","12-19-2004","20:30:00"
224,15,"Miami","New England","12-20-2004","21:00:00"
225,16,"Minnesota","Green Bay","12-24-2004","15:00:00"
226,16,"Kansas City","Oakland","12-25-2004","17:00:00"
227,16,"Tennessee","Denver","12-25-2004","20:30:00"
228,16,"New Orleans","Atlanta","12-26-2004","13:00:00"
229,16,"Pittsburgh","Baltimore","12-26-2004","13:00:00"
230,16,"Tampa Bay","Carolina","12-26-2004","13:00:00"
231,16,"Detroit","Chicago","12-26-2004","13:00:00"
232,16,"Jacksonville","Houston","12-26-2004","13:00:00"
233,16,"Cincinnati","N.Y. Giants","12-26-2004","13:00:00"
234,16,"Indianapolis","San Diego","12-26-2004","13:00:00"
235,16,"San Francisco","Buffalo","12-26-2004","16:05:00"
236,16,"N.Y. Jets","New England","12-26-2004","16:05:00"
237,16,"Seattle","Arizona","12-26-2004","16:15:00"
238,16,"Dallas","Washington","12-26-2004","16:15:00"
239,16,"Miami","Cleveland","12-26-2004","20:30:00"
240,16,"St. Louis","Philadelphia","12-27-2004","21:00:00"
241,17,"Philadelphia","Cincinnati","1-2-2005","13:00:00"
242,17,"Houston","Cleveland","1-2-2005","13:00:00"
243,17,"Tennessee","Detroit","1-2-2005","13:00:00"
244,17,"Chicago","Green Bay","1-2-2005","13:00:00"
245,17,"Baltimore","Miami","1-2-2005","13:00:00"
246,17,"Washington","Minnesota","1-2-2005","13:00:00"
247,17,"Carolina","New Orleans","1-2-2005","13:00:00"
248,17,"St. Louis","N.Y. Jets","1-2-2005","13:00:00"
249,17,"Buffalo","Pittsburgh","1-2-2005","13:00:00"
250,17,"New England","San Francisco","1-2-2005","13:00:00"
251,17,"Seattle","Atlanta","1-2-2005","16:05:00"
252,17,"Arizona","Tampa Bay","1-2-2005","16:05:00"
253,17,"Denver","Indianapolis","1-2-2005","16:15:00"
254,17,"Oakland","Jacksonville","1-2-2005","16:15:00"
255,17,"San Diego","Kansas City","1-2-2005","16:15:00"
256,17,"N.Y. Giants","Dallas","1-2-2005","20:30:00"
